,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
826,"HARRIS, Mr George",male,62.0,True,,2nd Class Passenger,True,Southampton,15,10.5,True
827,"HARRIS, Mr Henry Birkhardt",male,45.0,True,Theatre Manager,1st Class Passenger,True,Southampton,,83.47500000000001,False
828,"HARRIS, Mr Walter",male,45.0,True,,2nd Class Passenger,True,Southampton,,10.5,False
829,"HARRISON, Mr Aragõa Drummond",male,40.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,9,0.0,True
830,"HARRISON, Mr Norman E.",male,38.0,True,Junior 2nd. Engineer,Engineering Crew,False,Belfast,,0.0,False
831,"HARRISON, Mr William Henry",male,45.0,True,Secretary,1st Class Passenger,True,Southampton,[110],0.0,False
832,"HART, Miss Eva Miriam",female,7.0,False,,2nd Class Passenger,True,Southampton,14,26.25,True
833,"HART, Mrs Emily Esther Louisa",female,48.0,True,,2nd Class Passenger,True,Southampton,14,26.25,True
834,"HART, Mr Benjamin",male,47.0,True,Builder,2nd Class Passenger,True,Southampton,,26.25,False
835,"HART, Mr Henry",male,29.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,6.858333333333333,False
836,"HART, Mr James",male,54.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
837,"HART, Mr John Edward",male,31.0,True,Steward,Victualling Crew,False,Southampton,,0.0,True
838,"HARTLEY, Mr Wallace Henry",male,33.0,True,Musician,2nd Class Passenger,True,Southampton,[224],0.0,False
839,"HARTNELL, Mr Fred",male,21.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,True
840,"HARVEY, Mr Herbert Gifford",male,34.0,True,Junior Assistant 2nd. Engineer,Engineering Crew,False,Belfast,,0.0,False
841,"HASSAB, Mr Hammad",male,27.0,True,Servant,1st Class Passenger,True,Cherbourg,3,76.72916666666667,True
842,"HATCH, Mr Hugh",male,21.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,False
843,"HAWKESWORTH, MrJames",male,52.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
844,"HAWKESWORTH, MrWilliam Walter",male,43.0,True,Deck Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
845,"HAWKSFORD, Mr Walter James",male,45.0,True,Sales Manager,1st Class Passenger,True,Southampton,3,30.0,True
846,"HAYS, Miss Margaret Bechstein",female,24.0,True,,1st Class Passenger,True,Cherbourg,7,83.15833333333335,True
847,"HAYS, Mrs Clara Jennings",female,52.0,True,,1st Class Passenger,True,Southampton,3,93.5,True
848,"HAYS, Mr Charles Melville",male,55.0,True,Businessman,1st Class Passenger,True,Southampton,[307],93.5,False
849,"HAYTER, Mr Arthur",male,44.0,True,Bed Room Steward,Victualling Crew,False,Belfast,[25],0.0,False
850,"HEAD, Mr Alfred",male,24.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
851,"HEAD, Mr Christopher",male,42.0,True,Politician,1st Class Passenger,True,Southampton,,42.5,False
852,"HEALY, Miss Honor",female,33.0,True,Farmer,3rd Class Passenger,True,Queenstown,16,7.75,True
853,"HEBB, Mr William Albert Thomas",male,22.0,True,Trimmer,Engineering Crew,False,Southampton,B,0.0,True
854,"HEDMAN, Mr Oskar Arvid",male,27.0,True,Settler Recruiter,3rd Class Passenger,True,Southampton,15,6.9750000000000005,True
855,"HEE, Mr Ling",male,24.0,True,Seaman,3rd Class Passenger,True,Southampton,C,56.49583333333334,True
856,"HEGARTY, Miss Hanora",female,20.0,True,,3rd Class Passenger,True,Queenstown,,6.75,False
857,"HEIKKINEN, Miss Laina Maria",female,16.0,False,,3rd Class Passenger,True,Southampton,,7.925000000000001,True
858,"HEINEN, Mr Joseph Dominichus",male,30.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
859,"HEININEN, Miss Wendla Maria",female,23.0,True,Servant,3rd Class Passenger,True,Southampton,[8],7.925000000000001,False
860,"HELLSTRÖM, Miss Hilda Maria",female,22.0,True,,3rd Class Passenger,True,Southampton,C,8.962499999999999,True
861,"HEMMING, Mr Samuel Ernest",male,43.0,True,Lamp Trimmer,Deck Crew,False,Belfast,4,0.0,True
862,"HENDEKOVIĆ, Mr Ignjac",male,30.0,True,General Labourer,3rd Class Passenger,True,Southampton,[306],7.895833333333333,False
863,"HENDRICKSON, Mr Charles Osker",male,28.0,True,Leading Fireman,Engineering Crew,False,Southampton,1,0.0,True
864,"HENDY, Mr Edward Martin",male,39.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
865,"HENRIKSSON, Miss Jenny Lovisa",female,28.0,True,Servant,3rd Class Passenger,True,Southampton,[3],7.775,False
866,"HENRY, Miss Bridget",female,22.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
867,"HENSFORD, Mr Herbert George Ernest",male,26.0,True,Assistant Butcher,Victualling Crew,False,Southampton,,0.0,False
868,"HERMAN, Miss Alice",female,24.0,True,,2nd Class Passenger,True,Southampton,9,65.0,True
869,"HERMAN, Miss Kate",female,24.0,True,,2nd Class Passenger,True,Southampton,9,65.0,True
870,"HERMAN, Mrs Jane",female,50.0,True,,2nd Class Passenger,True,Southampton,9,65.0,True
871,"HERMAN, Mr Samuel",male,50.0,True,Farmer,2nd Class Passenger,True,Southampton,,65.0,False
872,"HESKETH, Mr John Henry",male,33.0,True,Second Engineer (refrigeration),Engineering Crew,False,Belfast,,0.0,False
873,"HESLIN, Mr James",male,51.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
874,"HEWITT, Mr Thomas",male,37.0,True,Bed Room Steward (1st class),Victualling Crew,False,Belfast,[168],0.0,False
875,"HEWLETT, Mrs Mary Dunbar",female,56.0,True,,2nd Class Passenger,True,Southampton,13,16.0,True
876,"HICHENS, Mr Robert",male,29.0,True,Quartermaster,Deck Crew,False,Southampton,6,0.0,True
877,"HICKMAN, Mr Leonard Mark",male,24.0,True,,2nd Class Passenger,True,Southampton,,73.5,False
878,"HICKMAN, Mr Lewis",male,30.0,True,,2nd Class Passenger,True,Southampton,[256],73.5,False
879,"HICKMAN, Mr Stanley George",male,21.0,True,,2nd Class Passenger,True,Southampton,,73.5,False
880,"HILL, Mr Henry Parkinson",male,37.0,True,Steward,Victualling Crew,False,Southampton,,0.0,False
881,"HILL, Mr James",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
882,"HILL, Mr James Colston",male,43.0,True,1st Class Bedroom Steward,Victualling Crew,False,Belfast,[152],0.0,False
883,"HILLIARD, Mr Herbert Henry",male,44.0,True,Buyer,1st Class Passenger,True,Southampton,,51.862500000000004,False
884,"HILTUNEN, Miss Martta Maria",female,18.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
885,"HINCKLEY, Mr George Herbert",male,40.0,True,Bathroom Steward (1st Class),Victualling Crew,False,Southampton,[66],0.0,False
886,"HINE, Mr William Edward",male,36.0,True,3rd Baker,Victualling Crew,False,Southampton,,0.0,False
887,"HINTON, Mr Stephen William",male,30.0,True,Trimmer,Engineering Crew,False,Southampton,[85],0.0,False
888,"HIPKINS, Mr William Edward",male,55.0,True,Manufacturer,1st Class Passenger,True,Southampton,,50.0,False
889,"HIPPACH, Miss Gertrude Isabelle",female,17.0,False,,1st Class Passenger,True,Cherbourg,4,57.97916666666667,True
890,"HIPPACH, Mrs Ida Sophia",female,44.0,True,,1st Class Passenger,True,Cherbourg,4,57.97916666666667,True
891,"HIRVONEN, Miss Hildur Elisabeth",female,2.0,False,,3rd Class Passenger,True,Southampton,15,12.2875,True
892,"HIRVONEN, Mrs Helga Elisabeth Lindqvist",female,22.0,True,,3rd Class Passenger,True,Southampton,15,12.2875,True
893,"HISCOCK, Mr Sydney George",male,25.0,True,Plate Steward,Victualling Crew,False,Southampton,,0.0,False
894,"HOARE, Mr Leonard James",male,18.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
895,"HOCKING, Miss Ellen",female,20.0,True,,2nd Class Passenger,True,Southampton,4,23.0,True
896,"HOCKING, Mrs Eliza",female,54.0,True,,2nd Class Passenger,True,Southampton,4,23.0,True
897,"HOCKING, Mr Richard George",male,23.0,True,Baker,2nd Class Passenger,True,Southampton,,11.5,False
898,"HOCKING, Mr Samuel James Metcalfe",male,36.0,True,Painter & Decorator,2nd Class Passenger,True,Southampton,,13.0,False
899,"HODGE, Mr Charley",male,29.0,True,Senior Assistant 3rd. Engineer,Engineering Crew,False,Belfast,,0.0,False
900,"HODGES, Mr Henry Price",male,50.0,True,Musical Instrument Vendor,2nd Class Passenger,True,Southampton,[149],13.0,False
901,"HODGES, Mr W.",male,26.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
902,"HODGKINSON, MrLeonard",male,46.0,True,Senior 4th. Engineer,Engineering Crew,False,Belfast,,0.0,False
903,"HOGEBOOM, Mrs Anna Louisa",female,51.0,True,Of Independent Means,1st Class Passenger,True,Cherbourg,10,77.95833333333334,True
904,"HOGG, Mr Charles William",male,43.0,True,1st Class Bedroom Steward,Victualling Crew,False,Southampton,,0.0,False
905,"HOGG, Mr George Alfred",male,29.0,True,Lookout,Deck Crew,False,Belfast,7,0.0,True
906,"HOGUE, Mr E.",male,22.0,True,Plate Steward,Victualling Crew,False,Southampton,,0.0,False
907,"HOLD, Mrs Annie Margaret",female,29.0,True,,2nd Class Passenger,True,Southampton,10,26.0,True
908,"HOLD, Mr Stephen",male,44.0,True,Clerk,2nd Class Passenger,True,Southampton,,26.0,False
909,"HOLLAND, Mr Thomas",male,28.0,True,Reception Steward,Victualling Crew,False,Belfast,,0.0,False
910,"HOLLOWAY, Mr Sidney",male,24.0,True,Assistant clothes presser steward,Victualling Crew,False,Southampton,[273],0.0,False
911,"HOLM, Mr John Fredrik Alexander",male,43.0,True,Farmer,3rd Class Passenger,True,Southampton,,6.45,False
912,"HOLMAN, Mr Harry",male,29.0,True,Able Seaman,Deck Crew,False,Belfast,,0.0,False
913,"HOLTEN, Mr Johan Martin",male,18.0,True,Seaman,3rd Class Passenger,True,Southampton,,22.525,False
914,"HOLVERSON, MrAlexander Oskar",male,42.0,True,,1st Class Passenger,True,Southampton,[38],52.0,False
915,"HOLVERSON, Mrs Mary Alice",female,35.0,True,,1st Class Passenger,True,Southampton,8,52.0,True
916,"HOMER, Mr Harry Haven",male,40.0,True,Gambler,1st Class Passenger,True,Southampton,15,26.55,True
917,"HONKANEN, Miss Eliina",female,28.0,True,,3rd Class Passenger,True,Southampton,,7.925000000000001,True
918,"HOOD, Mr Ambrose",male,21.0,True,,2nd Class Passenger,True,Southampton,,73.5,False
919,"HOPGOOD, Mr Roland John C.",male,29.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
920,"HOPKINS, Mr Frederick William",male,14.0,False,Plate Steward,Victualling Crew,False,Southampton,,0.0,False
921,"HOPKINS, Mr Robert John",male,43.0,True,Able Seaman,Deck Crew,False,Belfast,13,0.0,True
922,"HORGAN, Mr John",male,22.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
923,"HORSWILL, Mr Albert Edward James",male,33.0,True,Able Seaman,Deck Crew,False,Southampton,1,0.0,True
924,"HOSGOOD, Mr Richard William",male,22.0,True,Fireman,Engineering Crew,False,Southampton,[242],0.0,False
925,"HOSKING, Mr George Fox",male,36.0,True,Senior 3rd. Engineer,Engineering Crew,False,Belfast,,0.0,False
926,"HOSONO, Mr Masabumi",male,41.0,True,Civil Servant,2nd Class Passenger,True,Southampton,10,13.0,True
927,"HOUSE, Mr William John",male,38.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
928,"HOWARD, Miss May Elizabeth",female,26.0,True,Laundry Worker,3rd Class Passenger,True,Southampton,C,8.05,True
929,"HOWARD, Mrs Ellen Truelove",female,61.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
930,"HOWARD, Mr Benjamin",male,63.0,True,Retired,2nd Class Passenger,True,Southampton,,26.0,False
931,"HOWELL, Mr Arthur Albert",male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[319],0.0,False
932,"HOYT, Mrs Jane Anne",female,33.0,True,,1st Class Passenger,True,Southampton,D,100.0,True
933,"HOYT, Mr Frederick Maxfield",male,38.0,True,,1st Class Passenger,True,Southampton,D,100.0,True
934,"HOYT, Mr William Fisher",male,43.0,True,Businessman,1st Class Passenger,True,Cherbourg,14,30.695833333333333,False
935,"HUGHES, Mr William Thomas",male,34.0,True,Assistant Second Steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
936,"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",male,42.0,True,Farmer,3rd Class Passenger,True,Southampton,[120],7.65,False
937,"HUMBY, Mr Frederick",male,17.0,False,Plate Steward (2nd Class),Victualling Crew,False,Southampton,,0.0,False
938,"HUME, Mr John Law",male,21.0,True,Musician,2nd Class Passenger,True,Southampton,[193],0.0,False
939,"HUMPHREYS, MrHumphrey",male,31.0,True,"Assistant Saloon Steward, 2nd Class",Victualling Crew,False,Southampton,,0.0,False
940,"HUMPHREYS, Mr Sidney",male,52.0,True,Quartermaster,Deck Crew,False,Southampton,11,0.0,True
941,"HUNT, Mr Albert Sylvanus",male,23.0,True,Trimmer,Engineering Crew,False,Southampton,C,0.0,True
942,"HUNT, Mr George Henry",male,34.0,True,Gardener,2nd Class Passenger,True,Southampton,,12.275,False
943,"HUNT, Mr Tom",male,27.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
944,"HURST, Mr Charles John",male,40.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
945,"HURST, Mr Walter",male,23.0,True,Fireman,Engineering Crew,False,Southampton,B,0.0,True
946,"HUTCHINSON, Mr James",male,31.0,True,Vegetable Cook,Victualling Crew,False,Southampton,[250],0.0,False
947,"HUTCHINSON, Mr John Hall",male,28.0,True,Carpenter / Joiner,Deck Crew,False,Belfast,,0.0,False
948,"HYLAND, Mr Leo James",male,19.0,True,Steward (3rd Class),Victualling Crew,False,Southampton,11,0.0,True
949,"HYMAN, Mr Abraham Joseph",male,31.0,True,Framer,3rd Class Passenger,True,Southampton,C,7.887499999999999,True
950,"HÄMÄLÄINEN, Master Viljo Unto Johannes",male,1.0,False,,2nd Class Passenger,True,Southampton,,14.5,True
951,"HÄMÄLÄINEN, Mrs Anna Lydia Amanda",female,23.0,True,,2nd Class Passenger,True,Southampton,,14.5,True
952,"IBRĀHĪM, Mrs Sāfiyah",female,18.0,True,,3rd Class Passenger,True,Cherbourg,C,7.229166666666667,True
953,"IBRĀHĪM, Mr Husayn Mahmūd Husayn",male,11.0,False,,3rd Class Passenger,True,Cherbourg,,18.7875,False
954,"IBRĀHĪM-SHAWAH, MrYūsuf Hānī",male,33.0,True,,3rd Class Passenger,True,Cherbourg,,14.458333333333332,False
955,"ICARD, Miss Rose Amélie",female,39.0,True,Personal Maid,1st Class Passenger,True,Southampton,6,80.0,True
956,"IDE, Mr Harry John",male,31.0,True,1st Class Bedroom Steward,Victualling Crew,False,Southampton,,0.0,False
957,"ILETT, Miss Bertha",female,17.0,False,,2nd Class Passenger,True,Southampton,,10.5,True
958,"ILIEV, Mr Ilyo",male,32.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
959,"ILMAKANGAS, Miss Ida Livija",female,17.0,False,Servant,3rd Class Passenger,True,Southampton,,7.925000000000001,False
960,"ILMAKANGAS, Miss Pieta Sofia",female,25.0,True,Servant,3rd Class Passenger,True,Southampton,,7.925000000000001,False
961,"INGRAM, Mr George",male,19.0,True,Trimmer,Engineering Crew,False,Southampton,[204],0.0,False
962,"INGROUILLE, Mr Henry",male,21.0,True,Steward,Victualling Crew,False,Southampton,,0.0,False
963,"INGS, Mr William Ernest",male,20.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,False
964,"INSTANCE, Mr Thomas",male,31.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
965,"ISHAM, Miss Ann Elizabeth",female,50.0,True,,1st Class Passenger,True,Cherbourg,,28.7125,False
966,"ISMAY, Mr Joseph Bruce",male,49.0,True,Shipowner,1st Class Passenger,True,Southampton,C,0.0,True
967,"IVYANOV, Mr Kostya",male,20.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
968,"JABBUR (ZABOUR), MissHileni",female,16.0,False,Housekeeper,3rd Class Passenger,True,Cherbourg,[328],14.454166666666666,False
969,"JABBUR (ZABOUR), MissThamine",female,19.0,True,Housekeeper,3rd Class Passenger,True,Cherbourg,,14.454166666666666,False
970,"JACKOPSON, Mr John Henry",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
971,"JACKSON, Mr Cecil",male,22.0,True,Assistant boots steward (1st class),Victualling Crew,False,Belfast,,0.0,False
972,"JACOBSEN, Mrs Gunhilde Oline 'Lena'",female,63.0,True,,3rd Class Passenger,True,Southampton,,8.112499999999999,False
973,"JACOBSOHN, Mrs Amy Frances Christy",female,24.0,True,,2nd Class Passenger,True,Southampton,12,27.0,True
974,"JACOBSOHN, Mr Sidney Samuel",male,42.0,True,Lawyer,2nd Class Passenger,True,Southampton,,27.0,False
975,"JAGO, Mr Joseph",male,59.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
976,"JAILLET, Mr Henri Marie",male,38.0,True,Pastry Cook (Restaurant),Restaurant Staff,False,Southampton,[277],0.0,False
977,"JALŠEVAC, Mr Ivan",male,30.0,True,,3rd Class Passenger,True,Cherbourg,15,7.895833333333333,True
978,"JAMES, Mr Thomas",male,27.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
979,"JANAWAY, Mr William Frank",male,35.0,True,Bed Room Steward,Victualling Crew,False,Belfast,,0.0,False
980,"JANIN, Mr Claude Marie",male,29.0,True,Soup Cook,Restaurant Staff,False,Southampton,,0.0,False
981,"JANSSON, Mr Carl Olof",male,21.0,True,,3rd Class Passenger,True,Southampton,A,7.795833333333333,True
982,"JARDIM, Mr José Neto",male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.05,False
983,"JARVIS, Mr Denzil John",male,46.0,True,Engineer,2nd Class Passenger,True,Southampton,,15.0,False
984,"JEFFERY, Mr William Alfred",male,28.0,True,A la carte restaurant controller,Restaurant Staff,False,Southampton,,0.0,False
985,"JEFFERYS, Mr Clifford Thomas",male,24.0,True,Granite Cutter,2nd Class Passenger,True,Southampton,,31.5,False
986,"JEFFERYS, Mr Ernest Wilfred",male,21.0,True,Granite Cutter,2nd Class Passenger,True,Southampton,,31.5,False
987,"JENKIN, Mr Stephen Curnow",male,32.0,True,Miner,2nd Class Passenger,True,Southampton,,10.5,False
988,"JENNER, Mr Thomas Henry (Harry)",male,55.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
989,"JENSEN, Mr Charles Valdemar",male,24.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
990,"JENSEN, Mr Hans Peder",male,20.0,True,,3rd Class Passenger,True,Southampton,,7.854166666666666,False
991,"JENSEN, Mr Niels Rasmus",male,48.0,True,Farmer,3rd Class Passenger,True,Southampton,,7.054166666666666,False
992,"JENSEN, Mr Svend Lauritz",male,16.0,False,Farmer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
993,"JERMYN, Miss Annie Jane",female,26.0,True,,3rd Class Passenger,True,Queenstown,D,7.75,True
994,"JERWAN, Mrs Marie Marthe",female,23.0,True,,2nd Class Passenger,True,Cherbourg,11,13.791666666666666,True
995,"JESSOP, Miss Violet Constance",female,24.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,True
996,"JEWELL, Mr Archie",male,23.0,True,Lookout,Deck Crew,False,Belfast,7,0.0,True
997,"JOAS, Mr N.",male,39.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
998,"JOHANNESEN, Mr Bernt Johannes",male,29.0,True,,3rd Class Passenger,True,Southampton,13,8.112499999999999,True
